ConstituentID,DisplayName,Nationality,Gender,BeginDate,EndDate,WikiQID,ULAN
3225,Claire Wagner Kosterlitz,"American, born Germany. 1903–1997",American,F,1903,1997,,
3226,Lewis Kostiner,"American, born 1950",American,M,1950,0,,
3227,Takehisa Kosugi,"Japanese, 1938–2018",Japanese,M,1938,2018,Q7677988,500122680
3228,Joseph Kosuth,"American, born 1945",American,M,1945,0,Q313113,500115645
3229,Josef Koudelka,"Czech, born 1938",Czech,M,1938,0,Q918352,500062289
3230,Jannis Kounellis,"Greek, 1936–2017",Greek,M,1936,2017,Q472557,500047400
3232,Ron Kowalke,"American, born 1936",American,M,1936,0,,
3233,Antoni Kowalski,"Polish, born 1957",Polish,M,1957,0,,
3234,Ljuba Kozintzeva-Ehrenburg,"Russian, 1900–1970",Russian,F,1900,1970,,
3235,Joyce Kozloff,"American, born 1942",American,F,1942,0,Q6297552,500005798
3236,Kirsten Kraa,"American, born Germany 1941",American,F,1941,0,,
3237,Frans Krajcberg,"Brazilian, born Poland. 1921–2017",Brazilian,M,1921,2017,,
3238,William E. Krallman,"American, born 1925",American,M,1925,0,,
3239,Margia Kramer,"American, born 1936",American,F,1936,0,,
3240,Lee Krasner,"American, 1908–1984",American,F,1908,1984,Q237959,500010144
3241,Dimitri Mikhailovich Krasnopevtsev,"Russian, 1925–1995",Russian,M,1925,1995,,
3242,Jovan Kratohvil,"Yugoslav, 1924–1998",Yugoslav,M,1924,1998,,
3244,George Krause,"American, born 1937",American,M,1937,0,Q5541425,500333542
3246,Doris Kreindler,"American, 1901–1974",American,F,1901,1974,,
3247,August Kreyenkamp,"German, 1875–1950",German,M,1875,1950,,
3248,Vasyl Krychevsky,"Ukranian, born 1927",Ukrainian,M,1927,0,,
3249,Norbert Kricke,"German, 1922–1984",German,M,1922,1984,Q881362,500099695
3250,Leon Krier,"Luxembourgish, born 1946",Luxembourgish,M,1946,0,Q970000,500009411
3251,Irving Kriesberg,"American, 1919–2009",American,M,1919,2009,Q1861930,500093288
3252,Paul Smith,"American, born 1907",American,M,1907,0,,
3253,Les Krims,"American, born 1943",American,M,1943,0,Q15505168,
3254,Harold Krisel,"American, 1920–1995",American,M,1920,0,,
3256,Ferdinand Kriwet,"German, born 1942",German,M,1942,0,Q109078,500020582
3257,William Kriz,American,American,M,0,0,,
3258,Barron Krody,"American, born 1936",American,M,1936,0,,
3259,Per Krohg,"Norwegian, 1889–1965",Norwegian,M,1889,1965,Q1384103,500009787
3261,Abram Krol,"French, 1919–2001",French,M,1919,2001,,
3262,Leon Kroll,"American, 1884–1974",American,M,1884,1974,Q12061052,500018087
3263,Aleksei Kruchenykh,"Russian, 1886–1969",Russian,M,1886,1969,Q721962,500202621
3264,Christian Kruck,German,German,M,0,0,,
3265,Louise Kruger,"American, 1924–2013",American,F,1924,2013,,
3266,Barbara Kruger,"American, born 1945",American,F,1945,0,Q262284,500118792
3267,Harry van Kruiningen,"Dutch, born 1906",Dutch,M,1906,0,Q3428703,500021699
3268,Germaine Krull,"Dutch, born Germany. 1897–1985",Dutch,F,1897,1985,Q69776,500003762
3269,Alexander Z. Kruse,"American, 1888–1972",American,M,1888,1972,,
3270,Nicholas Krushenick,"American, 1929–1999",American,M,1929,1999,Q1984917,500000295
3272,Charles Krutch,"American, 1887–1981",American,M,1887,1981,,
3274,Michel Szulc Krzyzanowski,"Dutch, born 1949",Dutch,M,1949,0,,
3275,Allen Kubach,American,American,M,0,0,,
3276,Alfred Kubin,"Austrian, 1877–1959",Austrian,M,1877,1959,Q558054,500025783
3277,Shigeko Kubota,"Japanese, 1937–2015",Japanese,F,1937,2015,Q3816460,500104766
3279,Alena Kučerová,"Czech, born 1935",Czech,F,1935,0,,
3280,Rainer Kuchenmeister,born 1926,,M,1926,0,,
3281,Tetsumi Kudo,"Japanese, 1935–1990",Japanese,M,1935,1990,Q3519205,500123697
3282,Ivan Kudriashov,"Russian, 1896–1972",Russian,M,1896,1972,,
3283,Gary Kuehn,"American, born 1939",American,M,1939,0,Q17386207,
3284,Rudolf Kügler,"German, 1921–2013",German,M,1921,2013,,
3285,Charles Kuhn,"Swiss, born 1903",Swiss,M,1903,0,,
3287,Heinrich Kühn,"German, 1866–1944",German,M,1866,1944,Q69758,500115660
3288,Walt Kuhn,"American, 1877–1949",American,M,1877,1949,Q118798,500012372
3290,Yrjö Kukkapuro,"Finnish, born 1933",Finnish,M,1933,0,,
3291,Mikhail Kuprianov,Russian,Russian,M,0,0,,
3293,Robert Kulicke,"American, 1924–2007",American,M,1924,2007,,
3294,Sugeru Kume,Japanese,Japanese,M,0,0,,
3296,Yasuo Kuniyoshi,"American, 1889–1953",American,M,1889,1953,Q3571991,500023210
3298,Peter Kunz,"Swiss, 1944–1989",Swiss,M,1944,1989,,
3300,Lawrence Kupferman,"American, 1909–1982",American,M,1909,1982,Q19802974,
3301,Moshe Kupfermann,"Israeli, 1926–2003",Israeli,M,1926,2003,,
3302,František Kupka,"Czech, 1871–1957",Czech,M,1871,1957,Q167414,500006023
3304,Juan Kurchan,"Argentine, 1913–1975",Argentine,M,1913,1975,,
3305,William Kurelek,"Canadian, 1927–1977",Canadian,M,1927,1977,Q1406497,500021442
3306,Mervyn Kurlansky,"British, born 1936",British,M,1936,0,,
3307,Seitaro Kuroda,"Japanese, born 1939",Japanese,M,1939,0,,
3308,Masayuki Kurokawa,"Japanese, born 1937",Japanese,M,1937,0,Q11678269,500015367
3311,Helmuth Kurtz,"Swiss, 1903–1959",Swiss,M,1903,1959,,
3312,Ant Kurvers,Dutch,Dutch,M,0,0,,
3313,Maximilian Kurzweil,"Austrian, 1867–1916",Austrian,M,1867,1916,Q317883,500049222
3314,Kenji Kusaka,"Japanese, born 1936",Japanese,M,1936,0,,
3315,Yayoi Kusama,"Japanese, born 1929",Japanese,F,1929,0,Q231121,500122518
3316,Rainer Küschall,"Swiss, born 1947",Swiss,M,1947,0,,
3317,Robert Kushner,"American, born 1949",American,M,1949,0,Q7346494,500008348
3319,Pavel Kuznetsov,"Russian, 1878–1968",Russian,M,1878,1968,,
3320,Paul Kwilecki,"American, born 1928",American,M,1928,0,,
3322,Jean L'Anselme,"French, 1919–2011",French,M,1919,2011,,
3323,Alain de La Bourdonnaye,"French, 1930–2016",French,M,1930,2016,,
3325,Roger de La Fresnaye,"French, 1885–1925",French,M,1885,1925,Q718882,500013022
3326,Chet La More,"American, 1908–1980",American,M,1908,1980,,
3327,Terence La Noue,"American, born 1941",American,M,1941,0,,
3328,Frank LaPena,"American, born 1937",American,M,1937,0,,
3329,Jean-Emile Laboureur,"French, 1887–1943",French,M,1887,1943,,
3330,Syl Labrot,"American, 1929–1977",American,M,1929,1977,,
3331,Joseph Lacasse,"French, 1894–1975",French,M,1894,1975,,
3332,Gaston Lachaise,"American, born France. 1882–1935",American,M,1882,1935,Q1495586,500001766
3333,Georges Lacombe,"French, 1868–1916",French,M,1868,1916,Q652723,500030201
3334,Jacques Lacomblez,"Belgian, born 1934",Belgian,M,1934,0,,
3335,Charles Lacoste,"French, 1870–1959",French,M,1870,1959,,
3336,Richard Lacroix,"Canadian, born 1939",Canadian,M,1939,0,,
3337,George Ladas,American,American,M,0,0,,
3338,Justen Ladda,"German, born 1953",German,M,1953,0,,
3339,Adriano Lagostina,"Italian, born 1915",Italian,M,1915,0,,
3340,Massimo Lagostina,"Italian, born 1908",Italian,M,1908,0,,
3341,Richard Lahey,"American, 1893–1978",American,M,1893,1978,,
3342,Wolfgang Laib,"German, born 1950",German,M,1950,0,Q600456,500094143
3343,Eleanore Laine,American,American,F,0,0,,
3344,Gerald Laing,"British, 1936–2011",British,M,1936,2011,Q5549319,500011629
3346,Maxime Lalanne,"French, 1827–1886",French,M,1827,1886,,
3348,Jennett Lam,"American, 1911–1983",American,F,1911,1983,,
3349,Wifredo Lam,"Cuban, 1902–1982",Cuban,M,1902,1982,Q465342,500006317
3350,Thomas Lamb,"American, 1898–1988",American,M,1898,1988,,
3351,Jacqueline Lamba,"French, 1910–1993",French,F,1910,1993,,
3352,Roberto De Lamónica,"Brazilian, born 1933",Brazilian,M,1933,0,,
3354,Mark Lancaster,"British, born 1938",British,M,1938,0,Q6768478,500002491
3355,Colin Lanceley,"Australian, born 1938",Australian,M,1938,0,,
3356,Paul Landacre,"American, 1893–1963",American,M,1893,1963,Q7151935,500069734
3357,Jacob Landau,"American, 1917–2001",American,M,1917,2001,,
3358,Nils Landberg,"Swedish, 1907–1991",Swedish,M,1907,1991,,
3359,Armin Landeck,"American, 1905–1984",American,M,1905,1984,,500049275
3361,Ronnie Landfield,"American, born 1947",American,M,1947,0,Q7365903,500333906
3362,Edoardo Landi,"Italian, born 1937",Italian,M,1937,0,,
3363,Bengt Landin,"Swedish, born 1933",Swedish,M,1933,0,,
3364,Richard W. Landis,"American, born 1931",American,M,1931,0,,
3365,Darrell Landrum,"American, born 1924",American,M,1924,0,,
3366,Herman Landshoff,"American, born Germany. 1905–1986",American,M,1905,1986,Q15479814,
3367,Stanley Landsman,"American, 1930–1984",American,M,1930,1984,,
3368,Octave Landuyt,"Belgian, born 1922",Belgian,M,1922,0,Q1607422,500017896
3369,Lois Lane,"American, born 1948",American,F,1948,0,,
3370,David Lang,"American, born 1929",American,M,1929,0,,
3371,Helmut Lang,"German, born 1924",German,M,1924,0,,
3372,Ed E. Langbein,American,American,M,0,0,,
3373,Dorothea Lange,"American, 1895–1965",American,F,1895,1965,Q230673,500007674
3374,Otto Lange,"German, 1879–1944",German,M,1879,1944,,
3375,Wilfred O. Langille,"American, 1895–1996",American,M,1895,1996,,
3376,Ernst Langloh,German,German,M,0,0,,
3377,Juan Langlois,"Argentine, born 1926",Argentine,M,1926,0,,
3379,André Lanskoy,"French, born Russia. 1902–1976",French,M,1902,1976,Q321657,500030813
3380,Louis Lanzano,"American, born 1947",American,M,1947,0,,
3381,Ernesto Bruno La Padula,"Italian, 1902–1968",Italian,M,1902,1968,,
3383,Tadeusz Lapinski,Polish,Polish,M,0,0,,
3384,Harry S. Lapow,"American, 1909–1983",American,M,1909,1983,,
3385,Pierre Laprade,"French, 1875–1931",French,M,1875,1931,Q3385783,500007077
3386,Magali Lara,Mexican,Mexican,F,0,0,,
3387,Raoul François Larche,"French, 1860–1912",French,M,1860,1912,Q3083640,500016634
3388,Berto Lardera,Nationality unknown,Nationality unknown,M,0,0,,
3389,Mikhail Larionov,"Russian, 1881–1964",Russian,M,1881,1964,Q38785,500012150
3390,Eugene Larkin,"American, born 1921",American,M,1921,0,,
3391,Johannes Larsen,"Danish, born 1912",Danish,M,1912,0,,
3392,Lisa Larsen,"American, born Germany. 1925–1959",American,F,1925,1959,,
3393,William G. Larson,"American, 1942–2019",American,M,1942,2019,Q8014326,500003955
3394,Jacques-Henri Lartigue,"French, 1894–1986",French,M,1894,1986,Q382329,500023491
3395,Mauricio Lasansky,"American, 1914–2012",American,M,1914,2012,Q6793620,500011243
3396,Pat Lasch,"American, born 1944",American,F,1944,0,,
3397,Oskar Laske,"Austrian, 1874–1951",Austrian,M,1874,1951,,
3398,Siegfried Laske,Nationality unknown,Nationality unknown,M,0,0,,
3399,Jonathan Lasker,"American, born 1948",American,M,1948,0,,
3400,Ibram Lassaw,"American, born Egypt. 1913–2003",American,M,1913,2003,Q1471865,500001384
3401,Charles Lassiter,"American, 1926–2005",American,M,1926,2005,,
3402,Maria Lassnig,"Austrian, 1919–2014",Austrian,F,1919,2014,Q538534,500033165
3403,Ger Lataster,"Dutch, 1920–2012",Dutch,M,1920,2012,Q884048,500006779
3404,John Latham,"British, 1921–2006",British,M,1921,2006,Q6244080,500011384
3406,Clarence John Laughlin,"American, 1905–1985",American,M,1905,1985,Q4255284,500004410
3407,Jean Launois,"French, 1898–1942",French,M,1898,1942,,
3408,Marie Laurencin,"French, 1883–1956",French,F,1883,1956,Q233088,500011424
3409,Henri Laurens,"French, 1885–1954",French,M,1885,1954,Q738892,500010480
3410,John Laurent,American,American,M,0,0,,
3412,Uwe Lausen,"German, 1941–1970",German,M,1941,1970,,
3414,Ray Lauzzana,"American, born 1941",American,M,1941,0,,
3415,Warja Lavater,"Swiss, 1913–2007",Swiss,F,1913,2007,,
3416,Alma R. Lavenson,"American, 1897–1989",American,F,1897,1989,Q961823,500004581
3418,Jacob Lawrence,"American, 1917–2000",American,M,1917,2000,Q355566,500027690
3420,Ernest Lawton (?),British,British,M,0,0,,
3421,Michael Lax,"American, 1929–1999",American,M,1929,1999,,
3422,"Elizabeth ""Grandma"" Layton","American, 1909–1993",American,F,1909,1993,,
3423,Gustavo Lazarini Terradas,"Uruguayan, 1918–1987",Uruguayan,M,1918,1987,,
3424,Giulio Lazzotti,"Italian, born 1942",Italian,M,1942,0,,
3425,Alphonse Le Blondel,"French, 1814–1875",French,M,1814,1875,,
3426,Le Corbusier (Charles-Édouard Jeanneret),"French, born Switzerland. 1887–1965",French,M,1887,1965,Q4724,500027041
3427,Henri Le Fauconnier,"French, 1881–1946",French,M,1881,1946,Q1368018,500015082
3428,Jean Le Gac,"French, born 1936",French,M,1936,0,Q826970,500107862
3429,Gustave Le Gray,"French, 1820–1884",French,M,1820,1884,Q982549,500000537
3431,Jean Le Moal,"French, 1909–2007",French,M,1909,2007,,
3432,Julio Le Parc,"Argentine, born 1928",Argentine,M,1928,0,Q177313,500086043
3433,Guillaume Le Roy,Dutch,Dutch,M,0,0,,
3434,Henri Le Secq,"French, 1818–1882",French,M,1818,1882,Q1383731,500002873
3435,Barry Le Va,"American, born 1941",American,M,1941,0,Q809059,500004605
3436,David Leach,"American, born 1946",American,M,1946,0,,
3437,Alun Leach-Jones,"British, born 1937",British,M,1937,0,,
3438,June Leaf,"American, born 1929",American,F,1929,0,,
3439,Fernando Leal,"Mexican, 1896–1964",Mexican,M,1896,1964,,
3440,Lawrence Lebduska,"American, 1894–1966",American,M,1894,1966,,
3441,J. J. Christian Lebeau,"Dutch, 1878–1945",Dutch,M,1878,1945,,
3443,Jean-Jacques Lebel,"French, born 1936",French,M,1936,0,,
3444,Jan Lebenstein,"Polish, 1930–1999",Polish,M,1930,1999,Q321504,500018570
3445,Dick Lebowitz,"American, born 1937",American,M,1937,0,,
3446,Christopher Le Brun,"British, born 1951",British,M,1951,0,Q5112716,500031676
3447,Rico Lebrun,"American, born Italy. 1900–1964",American,M,1900,1964,Q3431662,500030304
3448,Juana Lecaros,"Chilean, 1920–1993",Chilean,F,1920,1993,,
3449,Arthur Lee,"American, 1881–1961",American,M,1881,1961,Q4799476,500011472
3450,Baldwin S. Lee,"American, born 1951",American,M,1951,0,,
3451,Joong Seop Lee,"Korean, 1916–1956",Korean,M,1916,1956,,
3452,Catherine Lee,"American, born 1950",American,F,1950,0,,
3453,Colin Lee,"American, born 1953",American,M,1953,0,,
3454,Dudley Lee,American,American,M,0,0,,
3455,Russell Lee,"American, 1903–1986",American,M,1903,1986,Q230673,500007674
3456,Tom Lee,"American, 1910–1971",American,M,1910,1971,,
3457,Ung-no Lee,"Korean, 1904–1989",Korean,M,1904,1989,,
3458,Theyre Lee-Elliott,"British, 1903–1988",British,M,1903,1988,,
3463,Yoram Lehman,"Israeli, born 1939",Israeli,M,1939,0,,
3464,Wilhelm Lehmbruck,"German, 1881–1919",German,M,1881,1919,Q551282,500019056
3466,Leonard Lehrer,"American, born 1935",American,M,1935,0,,
3468,Arthur Leipzig,"American, born 1918",American,M,1918,0,Q710366,500129206
3469,José Costa Leite,Brazilian,Brazilian,M,0,0,,
3470,Saul Leiter,"American, 1923–2013",American,M,1923,2013,Q459273,500356032
3471,Philip V. Leivo,American,American,M,0,0,,
3472,Michael Lekakis,"American, 1907–1987",American,M,1907,1987,,
3473,Paul Lemagny,"French, born 1903",French,M,1903,0,,
3474,Annette Lemieux,"American, born 1957",American,F,1957,0,,
3475,Dietmar Lemke,German,German,M,0,0,,
3476,Georges Lemmen,"Belgian, 1865–1916",Belgian,M,1865,1916,Q1963612,500025073
3478,Luis Lemus,American,American,M,0,0,,
3479,Stanley Lench,"British, 1934–2000",British,M,1934,2000,,
3480,Jan Lenica,"Polish, 1928–2001",Polish,M,1928,2001,Q664300,500024406
3482,Thomas Lenk,"German, 1933–2014",German,M,1933,2014,Q2261154,500047402
3483,Candice Lenney,"American, born 1949",American,F,1949,0,,
3484,John Lennon,"British, 1940–1980",British,M,1940,1980,Q1203,500106615
3487,Leonid (Leonid Berman),"American, born Russia. 1896–1976",American,M,1896,1976,Q4085031,500023200
3488,Louis L. Lepoix,"French, born 1918",French,M,1918,0,,
3489,Robert Lepper,"American, 1906–1991",American,M,1906,1991,,
3490,Stanislao Lepri,"Italian, 1905–1980",Italian,M,1905,1980,,
3491,Gustav Lepschy,"German, born 1942",German,M,1942,0,,
3492,Norman Lerner,"American, born 1927",American,M,1927,0,,
3493,Helmar Lerski,"Swiss, born Germany. 1871–1956",Swiss,M,1871,1956,Q124434,500109402
3494,Danuta Leszczynska-Kluza,"Polish, born 1926",Polish,F,1926,0,,
3495,Alfred Leslie,"American, born 1927",American,M,1927,0,Q577242,500006228
3497,John Lesnick,"American, born 1953",American,M,1953,0,,
3498,Gilbert Lesser,"American, born 1935",American,M,1935,0,,
3499,Rudi Lesser,American,American,M,0,0,,
3500,Julian Lethbridge,"British, born 1947",British,M,1947,0,,
3501,Anna Letycia Quadros,"Brazilian, born 1929",Brazilian,F,1929,0,,
3502,Gerd Leufert,"Venezuelan, born Lithuania. 1914–1998",Venezuelan,M,1914,1998,,
3503,Herbert Leupin,"Swiss, 1916–1999",Swiss,M,1916,1999,Q1608727,500110891
3504,Léo Leuppi,"Swiss, 1893–1972",Swiss,M,1893,1972,,
3505,John Levee,"American, 1924–2017",American,M,1924,2017,Q3181933,500017401
3506,Hugo Leven,"German, 1874–1956",German,M,1874,1956,Q1635393,
3507,Hans Levi,"American, born Germany 1935",American,M,1935,0,,
3508,Josef Levi,"American, born 1938",American,M,1938,0,,
3509,Julian E. Levi,"American, 1900–1982",American,M,1900,1982,Q16010040,500023632
3510,Robert Levin,"American, born 1948",American,M,1948,0,,
3511,Wayne Levin,"American, born 1945",American,M,1945,0,,
3512,Arthur Levine,American,American,M,0,0,,
3513,Jack Levine,"American, 1915–2010",American,M,1915,2010,Q2992864,500017725
3514,Les Levine,"American, born in Ireland 1935",American,M,1935,0,Q18023286,500110692
3515,Sherrie Levine,"American, born 1947",American,F,1947,0,Q319569,500118782
3516,Tom Levine,"American, 1945–2020",American,M,1945,2020,,
3517,Mon Levinson,"American, 1926–2014",American,M,1926,2014,,
3518,Leon Levinstein,"American, 1910–1988",American,M,1910,1988,Q18345966,500338798
3519,S. L. Levitsky,"French, 1819–1898",French,M,1819,1898,,
3520,Helen Levitt,"American, 1913–2009",American,F,1913,2009,Q242849,500059803
3521,Alphonse Levy,"French, 1843–1918",French,M,1843,1918,,
3522,Julien Levy,"American, 1906–1981",American,M,1906,1981,Q3189569,
3523,Martin Lewis,"American, 1881–1962",American,M,1881,1962,Q6776001,500028815
3524,Norman Lewis,"American, 1909–1979",American,M,1909,1979,Q7052490,500060084
3525,Wyndham Lewis,"British, 1882–1957",British,M,1882,1957,Q780102,500025826
3526,Landès Lewitin,"American, 1892–1966",American,M,1892,1966,,
3528,Sol LeWitt,"American, 1928–2007",American,M,1928,2007,Q168587,500115429
3530,Sonia Lewitzka,"Polish, 1882–1937",Polish,F,1882,1937,,
3531,Jay Leyda,"American, 1910–1988",American,M,1910,1988,,
3532,Ernst Van Leyden,"American, 1892–1969",American,M,1892,1969,,
3533,Léon Lhermitte,"French, 1844–1925",French,M,1844,1925,,
3534,André Lhote,"French, 1885–1962",French,M,1885,1962,,
3535,Georges Liautaud,"Haitian, 1899–1991",Haitian,M,1899,1991,,
3537,Alexander Liberman,"American, born Russia. 1912–1999",American,M,1912,1999,Q593715,500020756
3539,Sol Libsohn,"American, 1914–2001",American,M,1914,2001,Q3489087,500036574
3540,Riccardo Licata,Italian,Italian,M,0,0,,
3541,Ernst Lichtblau,"American, born Austria. 1883–1963",American,M,1883,1963,Q1359250,
3542,Roy Lichtenstein,"American, 1923–1997",American,M,1923,1997,Q151679,500013596
3543,John H. Lickert,American,American,M,0,0,,
