,Title,Artist,dateCreated,Department,dateAcquired,URL,Gender,Nationality,Nation,country_code,Divide,Region,Source
123561,"Artfan, no. 3",,1991,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123562,"Artfan, no. 4",,1991,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123563,"Artfan, no. 5. Martin Kippenberger Spezial.,",Martin Kippenberger,1991,Still Images,2015,http://www.moma.org/collection/works/195487,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123564,"Artfan, no. 6,",,1992,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123565,"Artfan, no. 7",,1992,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123566,"Artfan, no. 1,",,1992,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123567,"Artfan, no. 8",,1992,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123568,"Artfan, no. 9,",Martin Kippenberger,1993,Still Images,2015,http://www.moma.org/collection/works/195492,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123569,"Artfan, no. 10",Martin Kippenberger,1994,Still Images,2015,http://www.moma.org/collection/works/195493,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123570,"Artfan, no. 11",,1995,Still Images,2015,,missing,missing,missing,missing,missing,missing,MoMA (sampled)
123573,Barcham Green Portfolio No. 1,Sherrie Levine,1986,Still Images,2015,http://www.moma.org/collection/works/195621,F,American,United States,USA,Global North,North America,MoMA (sampled)
123574,Barcham Green Portfolio No. 2,Sherrie Levine,1986,Still Images,2015,http://www.moma.org/collection/works/195622,F,American,United States,USA,Global North,North America,MoMA (sampled)
123575,Barcham Green Portfolio No. 3,Sherrie Levine,1986,Still Images,2015,http://www.moma.org/collection/works/195623,F,American,United States,USA,Global North,North America,MoMA (sampled)
123576,Barcham Green Portfolio No. 4,Sherrie Levine,1986,Still Images,2015,http://www.moma.org/collection/works/195624,F,American,United States,USA,Global North,North America,MoMA (sampled)
123577,Barcham Green Portfolio No. 5,Sherrie Levine,1986,Still Images,2015,http://www.moma.org/collection/works/195625,F,American,United States,USA,Global North,North America,MoMA (sampled)
123578,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195627,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123579,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195628,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123580,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195629,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123581,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195630,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123582,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195631,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123583,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195632,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123584,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195633,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123585,Untitled from The Temple,Luc Tuymans,1996,Still Images,2015,http://www.moma.org/collection/works/195634,M,Belgian,Belgium,BEL,Global North,Europe,MoMA (sampled)
123591,"Bats, 2011 from Odds and Sods (for Parkett no. 95)",Jeremy Deller,2014,Still Images,2015,http://www.moma.org/collection/works/195723,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123592,"Barn Owl, 2013 (from English Magic) from Odds and Sods (for Parkett no. 95)",Jeremy Deller,2014,Still Images,2015,http://www.moma.org/collection/works/195724,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123593,"Battle of Orgreave, 2001 from Odds and Sods (for Parkett no. 95)",Jeremy Deller,2014,Still Images,2015,http://www.moma.org/collection/works/195725,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123594,"More Poetry is Needed, Swansea, 2014 from Odds and Sods (for Parkett no. 95)",Jeremy Deller,2014,Still Images,2015,http://www.moma.org/collection/works/195726,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123595,"Sacrilege, 2012 from Odds and Sods (for Parkett no. 95)",Jeremy Deller,2014,Still Images,2015,http://www.moma.org/collection/works/195727,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123636,Dumping Core,Gretchen Bender,1984,Media and Performance,2016,http://www.moma.org/collection/works/195845,F,American,United States,USA,Global North,North America,MoMA (sampled)
123637,LAX,Peter Alexander,1990,Still Images,2015,http://www.moma.org/collection/works/195848,M,American,United States,USA,Global North,North America,MoMA (sampled)
123638,Cameo Cuts,Edward Ruscha,1992,Still Images,2015,http://www.moma.org/collection/works/195850,M,American,United States,USA,Global North,North America,MoMA (sampled)
123639,Untitled,Marcel Dzama,2000,Still Images,2015,http://www.moma.org/collection/works/195851,M,Canadian,Canada,CAN,Global North,North America,MoMA (sampled)
123640,Untitled,Marcel Dzama,2000,Still Images,2015,http://www.moma.org/collection/works/195852,M,Canadian,Canada,CAN,Global North,North America,MoMA (sampled)
123641,Untitled,Marcel Dzama,2000,Still Images,2015,http://www.moma.org/collection/works/195853,M,Canadian,Canada,CAN,Global North,North America,MoMA (sampled)
123648,Birth of a Star,Mariko Mori,1995,Media and Performance,2015,http://www.moma.org/collection/works/195887,F,Japanese,Japan,JPN,Global North,Asia & Pacific,MoMA (sampled)
123651,"The Telephone Call from the Slammer, no. 1 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195928,F,American,United States,USA,Global North,North America,MoMA (sampled)
123652,"The Telephone Call from the Slammer, no. 1 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195934,F,American,United States,USA,Global North,North America,MoMA (sampled)
123653,"The Small Hours, no. 2 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195935,F,American,United States,USA,Global North,North America,MoMA (sampled)
123654,"The Small Hours, no. 2 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195936,F,American,United States,USA,Global North,North America,MoMA (sampled)
123655,"Repairs in the Sky, no. 3 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195937,F,American,United States,USA,Global North,North America,MoMA (sampled)
123656,"Repairs in the Sky, no. 3 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195938,F,American,United States,USA,Global North,North America,MoMA (sampled)
123657,"I Pick on Everyone, Dead or Alive, no. 4 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195939,F,American,United States,USA,Global North,North America,MoMA (sampled)
123658,"I Pick on Everyone, Dead or Alive, no. 4 of 9, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195940,F,American,United States,USA,Global North,North America,MoMA (sampled)
123659,"Has the Day Invaded the Night, or Has the Night Invaded the Day?, no. 5 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195941,F,American,United States,USA,Global North,North America,MoMA (sampled)
123660,"Has the Day Invaded the Night, or Has the Night Invaded the Day?, no. 5 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195942,F,American,United States,USA,Global North,North America,MoMA (sampled)
123661,"The Papillon, the Ray of Hope, no. 6 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195943,F,American,United States,USA,Global North,North America,MoMA (sampled)
123662,"The Papillon, the Ray of Hope, no. 6 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195944,F,American,United States,USA,Global North,North America,MoMA (sampled)
123663,"The Hour Is Devoted to Revenge, no. 7 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195945,F,American,United States,USA,Global North,North America,MoMA (sampled)
123664,"The Hour Is Devoted to Revenge, no. 7 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195946,F,American,United States,USA,Global North,North America,MoMA (sampled)
123665,"To Unravel a Torment You Must Begin Somewhere, no. 8 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195947,F,American,United States,USA,Global North,North America,MoMA (sampled)
123666,"To Unravel a Torment You Must Begin Somewhere, no. 8 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195948,F,American,United States,USA,Global North,North America,MoMA (sampled)
123667,"Art Is a Guaranty of Sanity, no. 9 of 9, component A, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195949,F,American,United States,USA,Global North,North America,MoMA (sampled)
123668,"Art Is a Guaranty of Sanity, no. 9 of 9, component B, from the series, What Is the Shape of This Problem?",Louise Bourgeois,1999,Still Images,2000,http://www.moma.org/collection/works/195950,F,American,United States,USA,Global North,North America,MoMA (sampled)
123670,Wild Horse Mesa - Zane Grey,Alison Rossiter,1998,Still Images,2015,http://www.moma.org/collection/works/195959,F,American,United States,USA,Global North,North America,MoMA (sampled)
123671,"County of Sutherland, Scotland, 1988",Stephen Shore,1988,Still Images,2015,http://www.moma.org/collection/works/195960,M,American,United States,USA,Global North,North America,MoMA (sampled)
123673,Some Narrow Views: (Either Tall or Wide),John Baldessari,2004,Still Images,2015,http://www.moma.org/collection/works/195976,M,American,United States,USA,Global North,North America,MoMA (sampled)
123674,Six Ear Drawings (Complementary Colors),John Baldessari,2007,Still Images,2015,http://www.moma.org/collection/works/195977,M,American,United States,USA,Global North,North America,MoMA (sampled)
123675,Entering Paradise,Miroslaw Balka,2003,Still Images,2015,http://www.moma.org/collection/works/195978,M,Polish,Poland,POL,Global North,Europe,MoMA (sampled)
123676,Dockings,Greg Colson,1995,Still Images,2015,http://www.moma.org/collection/works/195979,M,American,United States,USA,Global North,North America,MoMA (sampled)
123677,Untitled,Aaron Curry,2015,Still Images,2015,http://www.moma.org/collection/works/195980,M,American,United States,USA,Global North,North America,MoMA (sampled)
123678,Storm Trees,Joe Goode,1988,Still Images,2015,http://www.moma.org/collection/works/195981,M,American,United States,USA,Global North,North America,MoMA (sampled)
123679,Two-Way Mirror / Hedge Projects,Dan Graham,2004,Still Images,2015,http://www.moma.org/collection/works/195982,M,American,United States,USA,Global North,North America,MoMA (sampled)
123680,Natural Selections,Marvin Harden,1991,Still Images,2015,http://www.moma.org/collection/works/195983,M,American,United States,USA,Global North,North America,MoMA (sampled)
123681,Greenhouse Britain,"Helen Mayer Harrison, Newton Harrison",2011,Still Images,2015,http://www.moma.org/collection/works/195984,"F, M","American, American",missing,missing,missing,missing,MoMA (sampled)
123682,Seven Drypoints with Inkwash,Roger Herman,2012,Still Images,2015,http://www.moma.org/collection/works/195985,M,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123683,Schloss,Arturo Herrera,2009,Still Images,2015,http://www.moma.org/collection/works/195986,M,Venezuelan,Venezuela,VEN,Global South,South/Latin America,MoMA (sampled)
123684,Black Sun: The Brief Transit and Violent Eclipse of Harry Crosby,Charline von Heyl,2013,Still Images,2015,http://www.moma.org/collection/works/195987,F,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123685,The Smells of Summer,Charles Christopher Hill,1989,Still Images,2015,http://www.moma.org/collection/works/195988,M,American,United States,USA,Global North,North America,MoMA (sampled)
123686,Tailleur de Coeur,Rebecca Horn,1998,Still Images,2015,http://www.moma.org/collection/works/195989,F,German,Germany,DEU,Global North,Europe,MoMA (sampled)
123687,Hanging Corridors,Cristina Iglesias,2008,Still Images,2015,http://www.moma.org/collection/works/195990,F,Spanish,Spain,ESP,Global North,Europe,MoMA (sampled)
123688,Untitled,Shio Kusaka,2014,Still Images,2015,http://www.moma.org/collection/works/195991,F,Japanese,Japan,JPN,Global North,Asia & Pacific,MoMA (sampled)
123689,Blackness from Her Womb,Anish Kapoor,2001,Still Images,2015,http://www.moma.org/collection/works/195992,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123690,1999,Jannis Kounellis,1999,Still Images,2015,http://www.moma.org/collection/works/195993,M,Greek,Greece,GRC,Global North,Europe,MoMA (sampled)
123691,Six Etchings,Jonathan Lasker,2011,Still Images,2015,http://www.moma.org/collection/works/195994,M,American,United States,USA,Global North,North America,MoMA (sampled)
123692,Untitled,Liza Lou,2013,Still Images,2015,http://www.moma.org/collection/works/195995,F,American,United States,USA,Global North,North America,MoMA (sampled)
123693,fr.jap.cur,Rita McBride,2008,Still Images,2015,http://www.moma.org/collection/works/195996,F,American,United States,USA,Global North,North America,MoMA (sampled)
123694,Untitled,Matthew Monahan,2009,Still Images,2015,http://www.moma.org/collection/works/195997,M,American,United States,USA,Global North,North America,MoMA (sampled)
123695,Vocal Gestures,Meredith Monk,2003,Still Images,2015,http://www.moma.org/collection/works/195998,F,American,United States,USA,Global North,North America,MoMA (sampled)
123696,Abstraktion and Apparition,Ed Moses,1989,Still Images,2015,http://www.moma.org/collection/works/195999,M,American,United States,USA,Global North,North America,MoMA (sampled)
123697,Kracked,Ed Moses,1993,Still Images,2015,http://www.moma.org/collection/works/196000,M,American,United States,USA,Global North,North America,MoMA (sampled)
123698,Quiet Noise,Dave Muller,2011,Still Images,2015,http://www.moma.org/collection/works/196001,M,American,United States,USA,Global North,North America,MoMA (sampled)
123699,8 Dead Twos!! In a Wooden Box! That Person Did it! Not Me Not Me Not Me,Matt Mullican,2007,Still Images,2015,http://www.moma.org/collection/works/196002,M,American,United States,USA,Global North,North America,MoMA (sampled)
123700,Reverse Golems,David Musgrave,2012,Still Images,2015,http://www.moma.org/collection/works/196003,M,British,United Kingdom,GBR,Global North,Europe,MoMA (sampled)
123701,Polvo Impreso (Lint Book),Gabriel Orozco,2002,Still Images,2015,http://www.moma.org/collection/works/196004,M,Mexican,Mexico,MEX,Global South,South/Latin America,MoMA (sampled)
