Title;Artist;dateCreated;Department;dateAcquired;URL;Gender;Nationality;Nation;country_code;Divide;Region;Source
Start Ziel Problem oder Konferenz über Malerei;Jörg Immendorff;1985;Still Images;2005;http://www.moma.org/collection/works/96231;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Gyntianatyp XX im Aualand;Jörg Immendorff;1996;Still Images;2005;http://www.moma.org/collection/works/96232;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Lange Frau im Eimer II;Jörg Immendorff;1997;Still Images;2005;http://www.moma.org/collection/works/96242;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Wie gehts der Künstlerhand;Jörg Immendorff;1997;Still Images;2005;http://www.moma.org/collection/works/96243;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled;Jörg Immendorff;2002;Still Images;2005;http://www.moma.org/collection/works/96244;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled 1003;Jim Isermann;2003;Still Images;2005;http://www.moma.org/collection/works/96245;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled 1303;Jim Isermann;2003;Still Images;2005;http://www.moma.org/collection/works/96246;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled 1403;Jim Isermann;2003;Still Images;2005;http://www.moma.org/collection/works/96247;M;American;United States;USA;Global North;North America;MoMA (sampled)
Mischievs;Jun Iseyama;2003;Still Images;2005;http://www.moma.org/collection/works/96248;F;Japanese;Japan;JPN;Global North;Asia & Pacific;MoMA (sampled)
Passage Series;Ward Jackson;1988;Still Images;2005;http://www.moma.org/collection/works/96249;M;American;United States;USA;Global North;North America;MoMA (sampled)
Knock Knock;Jason Jägel;2003;Still Images;2005;http://www.moma.org/collection/works/96250;M;American;United States;USA;Global North;North America;MoMA (sampled)
Palm Grease;Jason Jägel;2003;Still Images;2005;http://www.moma.org/collection/works/96251;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled, 1978;Gareth James;2004;Still Images;2005;http://www.moma.org/collection/works/96252;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
The Empty City: Autumn Colors;Yun-Fei Ji;2003;Still Images;2005;http://www.moma.org/collection/works/96255;M;Chinese;China;CHN;Global South;Asia & Pacific;MoMA (sampled)
The Empty City: East Wind;Yun-Fei Ji;2003;Still Images;2005;http://www.moma.org/collection/works/96256;M;Chinese;China;CHN;Global South;Asia & Pacific;MoMA (sampled)
From Juan Gris;Jasper Johns;2000;Still Images;2005;http://www.moma.org/collection/works/96257;M;American;United States;USA;Global North;North America;MoMA (sampled)
From Juan Gris;Jasper Johns;2000;Still Images;2005;http://www.moma.org/collection/works/96258;M;American;United States;USA;Global North;North America;MoMA (sampled)
Punch;Aaron Johnson;2004;Still Images;2005;http://www.moma.org/collection/works/96259;M;American;United States;USA;Global North;North America;MoMA (sampled)
Shark Bomber;Aaron Johnson;2004;Still Images;2005;http://www.moma.org/collection/works/96260;M;American;United States;USA;Global North;North America;MoMA (sampled)
Squish;Aaron Johnson;2004;Still Images;2005;http://www.moma.org/collection/works/96261;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled (Mail Art Thought);Ray Johnson;1987;Still Images;2005;http://www.moma.org/collection/works/96273;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled (Broken Glass);Ray Johnson;1988;Still Images;2005;http://www.moma.org/collection/works/96274;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled (The Mailbox);Ray Johnson;1989;Still Images;2005;http://www.moma.org/collection/works/96275;M;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled (Ray Johnson Collages One Million Dollars Each);Ray Johnson;1993;Still Images;2005;http://www.moma.org/collection/works/96276;M;American;United States;USA;Global North;North America;MoMA (sampled)
War Drawing;Kim Jones;1998;Still Images;2005;http://www.moma.org/collection/works/96282;M;American;United States;USA;Global North;North America;MoMA (sampled)
Brooks Adams;Jane Kaplowitz;1997;Still Images;2005;http://www.moma.org/collection/works/96289;F;American;United States;USA;Global North;North America;MoMA (sampled)
Taxi Driver #1;Jane Kaplowitz;1998;Still Images;2005;http://www.moma.org/collection/works/96290;F;American;United States;USA;Global North;North America;MoMA (sampled)
Hot Boys;Jane Kaplowitz;2000;Still Images;2005;http://www.moma.org/collection/works/96291;F;American;United States;USA;Global North;North America;MoMA (sampled)
Rascal;Jane Kaplowitz;2003;Still Images;2005;http://www.moma.org/collection/works/96292;F;American;United States;USA;Global North;North America;MoMA (sampled)
Untitled;Anish Kapoor;1984;Still Images;2005;http://www.moma.org/collection/works/96294;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;1985;Still Images;2005;http://www.moma.org/collection/works/96295;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;1986;Still Images;2005;http://www.moma.org/collection/works/96296;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;1987;Still Images;2005;http://www.moma.org/collection/works/96297;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;1987;Still Images;2005;http://www.moma.org/collection/works/96298;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2000;Still Images;2005;http://www.moma.org/collection/works/96299;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2001;Still Images;2005;http://www.moma.org/collection/works/96300;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2001;Still Images;2005;http://www.moma.org/collection/works/96301;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2001;Still Images;2005;http://www.moma.org/collection/works/96302;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2003;Still Images;2005;http://www.moma.org/collection/works/96303;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Untitled;Anish Kapoor;2003;Still Images;2005;http://www.moma.org/collection/works/96304;M;British;United Kingdom;GBR;Global North;Europe;MoMA (sampled)
Back (Sunday Afternoon);Johannes Kahrs;2004;Still Images;2005;http://www.moma.org/collection/works/96305;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
a: Surrounded by apologetic trees, b: Everybody was famous;Kerstin Kartscher;2002;Still Images;2005;http://www.moma.org/collection/works/96306;F;German;Germany;DEU;Global North;Europe;MoMA (sampled)
A Plan to Escape From the World's Reversals;Kerstin Kartscher;2004;Still Images;2005;http://www.moma.org/collection/works/96307;F;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Meereslandschaft;Axel Kasseböhmer;1999;Still Images;2005;http://www.moma.org/collection/works/96308;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Meereslandschaft;Axel Kasseböhmer;1999;Still Images;2005;http://www.moma.org/collection/works/96309;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Ena;Alex Katz;2003;Still Images;2005;http://www.moma.org/collection/works/96310;M;American;United States;USA;Global North;North America;MoMA (sampled)
Bobby #2;Kurt Kauper;2003;Still Images;2005;http://www.moma.org/collection/works/96311;M;American;United States;USA;Global North;North America;MoMA (sampled)
Bobby #3;Kurt Kauper;2003;Still Images;2005;http://www.moma.org/collection/works/96312;M;American;United States;USA;Global North;North America;MoMA (sampled)
Study for Cary Grant #3;Kurt Kauper;2003;Still Images;2005;http://www.moma.org/collection/works/96313;M;American;United States;USA;Global North;North America;MoMA (sampled)
Garbage Drawing #14;Mike Kelley;1988;Still Images;2005;http://www.moma.org/collection/works/96315;M;American;United States;USA;Global North;North America;MoMA (sampled)
Heart with Fancy Hat;Mike Kelley;1989;Still Images;2005;http://www.moma.org/collection/works/96317;M;American;United States;USA;Global North;North America;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96324;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96325;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96326;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96327;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96328;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96329;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96330;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Drawing from Zeno Writing;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96331;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96332;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96333;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96334;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96335;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96336;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Trieste Ledger Series;William Kentridge;2002;Still Images;2005;http://www.moma.org/collection/works/96337;M;South African;South Africa;ZAF;Global South;Africa;MoMA (sampled)
Antenna #50;Martin Kersels;2001;Still Images;2005;http://www.moma.org/collection/works/96338;M;American;United States;USA;Global North;North America;MoMA (sampled)
English Rose;Martin Kersels;2001;Still Images;2005;http://www.moma.org/collection/works/96339;M;American;United States;USA;Global North;North America;MoMA (sampled)
Forcalquier A1;Raoul De Keyser;1993;Still Images;2005;http://www.moma.org/collection/works/96340;M;Belgian;Belgium;BEL;Global North;Europe;MoMA (sampled)
Untitled;Toba Khedoori;1997;Still Images;2005;http://www.moma.org/collection/works/96341;F;Australian;Australia;AUS;Global North;Asia & Pacific;MoMA (sampled)
Steigend, Sinke Nieder;Anselm Kiefer;2003;Still Images;2005;http://www.moma.org/collection/works/96343;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (27.4.03);Thomas Kiesewetter;2003;Still Images;2005;http://www.moma.org/collection/works/96346;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (27.4.03);Thomas Kiesewetter;2003;Still Images;2005;http://www.moma.org/collection/works/96347;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Whispering Lely Painting;Karen Kilimnik;1988;Still Images;2005;http://www.moma.org/collection/works/96348;F;American;United States;USA;Global North;North America;MoMA (sampled)
Jeder Mensch hat Anspruch auf Erholung;Martin Kippenberger;1985;Still Images;2005;http://www.moma.org/collection/works/96349;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled;Martin Kippenberger;1985;Still Images;2005;http://www.moma.org/collection/works/96350;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Mondrian);Martin Kippenberger;1989;Still Images;2005;http://www.moma.org/collection/works/96351;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Goldener Adler);Martin Kippenberger;1990;Still Images;2005;http://www.moma.org/collection/works/96352;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Takanawa Prince Hotel);Martin Kippenberger;1990;Still Images;2005;http://www.moma.org/collection/works/96353;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (al vostro servizio);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96354;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Peter Blake);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96355;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Jim Dine);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96356;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Gedichte);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96357;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Jasper Johns);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96358;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Richard Lindner);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96359;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
Untitled (Robert Rauschenberg);Martin Kippenberger;1991;Still Images;2005;http://www.moma.org/collection/works/96360;M;German;Germany;DEU;Global North;Europe;MoMA (sampled)
